"","film_id","year","length","budget","votes","genre","rating","Rating_above_7"
"923",28503,1999,7,8.2,61,"Animation",4.1,"No"
"924",38046,1992,90,13.9,90,"Drama",4.6,"No"
"925",54404,1925,86,8.9,117,"Drama",5.8,"No"
"926",42082,1956,7,10.1,41,"Animation",7.6,"Yes"
"927",58074,2004,95,8.1,25,"Action",3.4,"No"
"928",22575,2000,91,12.8,136,"Action",4,"No"
"929",46143,1973,112,17,475,"Action",4.1,"No"
"930",47565,1931,7,13.4,30,"Animation",8.5,"Yes"
"931",12448,2000,100,14.3,17,"Drama",3.9,"No"
"932",17081,1932,140,12,206,"Comedy",3.3,"No"
"933",4115,1993,NA,9.4,191,"Action",4.7,"No"
"934",37677,1981,101,13.3,67,"Comedy",7.8,"Yes"
"935",29708,1994,96,8.4,8,"Action",3.8,"No"
"936",45231,1930,75,8,6,"Romance",4.2,"No"
"937",32126,1968,13,9.9,8,"Short",8.4,"Yes"
"938",36088,1940,105,10.6,96,"Romance",4.8,"No"
"939",5223,2004,93,15,113,"Comedy",8.3,"Yes"
"940",45166,1998,73,15.8,169,"Drama",4.9,"No"
"941",7821,1939,56,7.2,23,"Action",4,"No"
"942",33975,1936,18,10.2,9,"Comedy",8.3,"Yes"
"943",7239,2000,75,12.9,67,"Drama",4.2,"No"
"944",19766,1995,80,16.7,7,"Drama",4.5,"No"
"945",31153,1989,91,13.2,6,"Comedy",7.5,"Yes"
"946",47231,1960,63,9.4,27,"Action",2.2,"No"
"947",36130,1998,75,11.4,6,"Comedy",3.3,"No"
"948",57230,1995,108,10.1,50,"Action",5.5,"No"
"949",39172,2003,93,16.5,7,"Action",8.3,"Yes"
"950",43898,1950,68,9.3,9,"Action",4.7,"No"
"951",20352,1997,8,9,9,"Short",7.9,"Yes"
"952",58025,1981,95,10.6,33,"Drama",3.5,"No"
"953",11995,1993,109,12.2,56,"Drama",3.6,"No"
"954",57852,1992,83,13,9,"Romance",4.3,"No"
"955",45898,1955,103,16.1,35,"Action",8,"Yes"
"956",25682,1962,101,11.1,10,"Drama",3.7,"No"
"957",5472,1990,92,12,31,"Action",2.6,"No"
"958",26716,1991,108,12.9,127,"Comedy",7.3,"Yes"
"959",45128,2003,100,10.1,135,"Action",2.8,"No"
"960",4432,1949,109,12,285,"Comedy",7.4,"Yes"
"961",27542,1970,144,11.7,5325,"Action",8.3,"Yes"
"962",35233,1993,89,10.4,10,"Action",3.5,"No"
"963",7827,1996,98,8.3,672,"Action",5.1,"No"
"964",22189,1982,107,10.8,56,"Drama",4.7,"No"
"965",15857,1994,94,11.9,37,"Action",4.3,"No"
"966",44175,1969,95,13.2,28,"Action",3.9,"No"
"967",14612,2001,98,12.8,90,"Action",7.7,"Yes"
"968",25776,1957,14,15.9,25,"Drama",8.4,"Yes"
"969",4342,1949,108,12.8,407,"Drama",5,"No"
"970",28088,2001,80,11.9,209,"Comedy",3.2,"No"
"971",9758,1957,85,13.9,129,"Action",3.4,"No"
"972",19784,2000,13,9.2,10,"Short",8.6,"Yes"
"973",45780,2001,5,13.7,8,"Short",7.7,"Yes"
"974",42725,1955,12,11.3,7,"Drama",7.6,"Yes"
"975",51928,1953,95,12,25,"Comedy",8.4,"Yes"
"976",44658,1986,NA,13.5,11,"Drama",4,"No"
"977",4003,2000,86,12,57,"Documentary",8.4,"Yes"
"978",17859,1955,82,11.3,19,"Drama",4.3,"No"
"979",13534,2004,10,13.7,5,"Short",8.3,"Yes"
"980",26655,1940,94,10.9,81,"Drama",4.5,"No"
"981",10101,2004,115,8.1,11,"Documentary",7.8,"Yes"
"982",13030,1935,68,15.1,12,"Action",3,"No"
"983",11126,1935,7,19.1,51,"Animation",8.5,"Yes"
"984",25193,1979,93,8.8,5,"Action",4.9,"No"
"985",2590,2000,110,13.3,28,"Action",5,"No"
"986",36223,1971,67,14.5,56,"Action",2.9,"No"
"987",47970,1994,102,13.3,174,"Drama",3.8,"No"
"988",3201,2002,4,8.5,20,"Animation",7.5,"Yes"
"989",56964,1981,118,13,530,"Drama",5.6,"No"
"990",49458,1971,NA,7.6,64,"Action",3.5,"No"
"991",11284,1996,93,13,248,"Drama",4.4,"No"
"992",57794,1993,105,5.4,54,"Drama",4.9,"No"
"993",1286,1972,97,15.7,5,"Action",5.9,"No"
"994",38039,1981,91,12.4,7,"Action",5.5,"No"
"995",21172,1946,118,8.6,2340,"Drama",5,"No"
"996",26451,1967,186,6,26,"Action",4.5,"No"
"997",50630,1995,108,15.7,12,"Action",3.1,"No"
"998",32502,1944,54,16,5,"Action",7.7,"Yes"
"999",15104,1939,22,15.3,12,"Drama",8.5,"Yes"
"1000",30899,1973,95,11,31,"Action",3.2,"No"
"1001",44084,2003,112,12.3,749,"Drama",3.5,"No"
"1002",16662,1996,90,10.6,47,"Action",4.2,"No"
"1003",23147,2001,11,9.6,782,"Action",8.1,"Yes"
"1004",45004,1994,95,6.8,151,"Action",3.1,"No"
"1005",48120,2004,15,12.9,6,"Short",8.1,"Yes"
"1006",46561,1903,2,20.5,7,"Short",8.1,"Yes"
"1007",2322,1996,90,11.2,33,"Action",3.6,"No"
"1008",7414,1987,85,5.5,9,"Action",3,"No"
"1009",27422,2002,100,9.3,97,"Comedy",2.4,"No"
"1010",8969,1904,6,11.2,13,"Short",8.3,"Yes"
"1011",42322,1988,101,13.3,7631,"Action",3.7,"No"
"1012",34001,1990,130,13.3,1408,"Drama",4.8,"No"
"1013",10078,1982,82,9,17,"Comedy",4.9,"No"
"1014",45403,1958,117,13.3,11,"Action",4.5,"No"
"1015",26618,1993,92,12.6,49,"Comedy",4.1,"No"
"1016",8554,1944,244,9.3,48,"Action",5,"No"
"1017",2289,1982,120,13,105,"Drama",3.8,"No"
"1018",15668,1953,92,11.9,370,"Drama",4.2,"No"
"1019",20463,1996,NA,12.8,770,"Comedy",8.1,"Yes"
"1020",34968,1969,101,14.7,34,"Action",2.9,"No"
"1021",38074,1994,8,11.4,18,"Short",8,"Yes"
"1022",24337,2000,118,11,87,"Comedy",7.6,"Yes"
"1023",32858,2003,8,13.2,48,"Comedy",8.2,"Yes"
"1024",32923,1953,83,7.8,8,"Comedy",4.4,"No"
"1025",22816,1930,8,7.4,6,"Comedy",6.9,"No"
"1026",21523,1954,86,13.3,26,"Drama",3.8,"No"
"1027",27319,1993,119,13.4,28,"Documentary",8.2,"Yes"
"1028",1636,1931,55,13.9,20,"Action",2.7,"No"
"1029",15184,1964,93,8.4,7,"Drama",3.6,"No"
"1030",37167,1995,89,9.4,46,"Action",5.4,"No"
"1031",5557,1985,93,12.5,17,"Action",4,"No"
"1032",32297,1985,112,9.2,17,"Comedy",3.3,"No"
"1033",11892,1995,94,15.5,20,"Action",5.5,"No"
"1034",52631,1933,75,11.9,11,"Drama",4.4,"No"
"1035",17481,1974,92,12.8,48,"Comedy",2.4,"No"
"1036",56764,1948,91,10.5,27,"Drama",4.1,"No"
"1037",1681,1977,70,10.3,5,"Action",3.3,"No"
"1038",12764,1983,30,11.1,12,"Comedy",7.6,"Yes"
"1039",9392,2000,6,9.9,18,"Animation",3.7,"No"
"1040",14766,1941,77,12.1,13,"Action",4.5,"No"
"1041",3893,1934,76,12.9,98,"Comedy",4.4,"No"
"1042",31789,2004,94,10.2,65,"Action",4.8,"No"
"1043",52610,1998,87,9.8,17,"Comedy",7.7,"Yes"
"1044",105,1960,125,15.9,34,"Drama",3.9,"No"
"1045",32898,1957,102,13.5,9,"Comedy",8.6,"Yes"
"1046",47020,1945,72,13.3,10,"Action",3.3,"No"
"1047",17010,1985,102,11.6,97,"Drama",4.2,"No"
"1048",19337,1975,99,10.7,69,"Drama",2.3,"No"
"1049",33146,1987,89,13.5,73,"Action",2.7,"No"
"1050",1216,1988,84,5.5,202,"Action",3.8,"No"
"1051",25789,1997,161,18.6,78,"Action",4.6,"No"
"1052",54806,1936,110,14,9,"Drama",5.5,"No"
"1053",20785,1935,98,10.8,137,"Comedy",4.2,"No"
"1054",30884,1998,108,14.4,23,"Action",4.5,"No"
"1055",15504,1983,89,8.6,16,"Drama",5.3,"No"
"1056",3647,2003,22,13.4,53,"Short",8.2,"Yes"
"1057",15828,1952,84,15.2,15,"Action",4.3,"No"
"1058",36558,1990,120,8.9,72,"Comedy",4.6,"No"
"1059",24011,1949,7,10.4,50,"Animation",7.4,"Yes"
"1060",36103,2001,89,8.5,26,"Comedy",4.7,"No"
"1061",29636,1990,96,18.1,31,"Action",8.3,"Yes"
"1062",13038,1990,10,17.4,77,"Animation",7.4,"Yes"
"1063",29097,1987,12,9.2,6,"Drama",8.1,"Yes"
"1064",56026,1926,8,11.8,30,"Comedy",8.5,"Yes"
"1065",47063,1948,59,11.4,23,"Action",3.6,"No"
"1066",45839,2002,99,9.9,2990,"Comedy",3.9,"No"
"1067",20954,2002,113,11,10,"Romance",4.3,"No"
"1068",9689,1974,97,6.4,74,"Action",4.2,"No"
"1069",32027,1943,116,8.1,51,"Drama",4.2,"No"
"1070",33156,1968,111,12.7,142,"Action",3,"No"
"1071",6789,1991,98,11.7,82,"Action",3.2,"No"
"1072",31886,1974,132,16.8,524,"Action",7.6,"Yes"
"1073",44814,1964,93,10.9,5,"Drama",5.4,"No"
"1074",55622,1962,NA,9.9,1082,"Drama",3.4,"No"
"1075",55385,1998,95,7.5,112,"Action",4.8,"No"
"1076",24358,1946,7,8.1,17,"Animation",8.4,"Yes"
"1077",29132,1982,92,14.3,3221,"Animation",4.3,"No"
"1078",3550,2002,12,15.9,8,"Comedy",8.4,"Yes"
"1079",21037,1987,104,15.8,331,"Drama",3,"No"
"1080",22432,2002,91,8.2,20,"Comedy",3.7,"No"
"1081",11356,1936,53,14.9,16,"Comedy",8.5,"Yes"
"1082",39762,1988,87,14.8,6,"Comedy",4.5,"No"
"1083",41668,1985,107,11.9,80,"Documentary",8,"Yes"
"1084",48671,1985,105,10.7,21,"Action",2.5,"No"
"1085",23755,1962,124,9.7,15,"Drama",4.1,"No"
"1086",6499,1961,102,12.8,682,"Comedy",8.6,"Yes"
"1087",50097,1998,20,8.7,11,"Short",8.5,"Yes"
"1088",31443,1995,93,15.7,1606,"Drama",6.3,"No"
"1089",38378,2004,12,12.2,6,"Comedy",8.2,"Yes"
"1090",19430,2003,18,15.9,6,"Drama",8.3,"Yes"
"1091",53698,1959,6,13.2,28,"Animation",7,"No"
"1092",30736,1999,92,17.8,37,"Action",7.9,"Yes"
"1093",33320,1984,122,11.9,36,"Comedy",8.3,"Yes"
"1094",4549,1979,100,13.7,30,"Documentary",7.6,"Yes"
"1095",50478,1998,90,12.6,58,"Comedy",7.9,"Yes"
"1096",27532,2000,NA,14.4,18,"Action",3.9,"No"
"1097",46762,1998,8,6.8,11,"Short",8.3,"Yes"
"1098",32,1987,140,10.2,13,"Drama",3.6,"No"
"1099",87,1958,94,11.2,5,"Action",4.5,"No"
"1100",29880,1953,7,14.2,27,"Animation",8.1,"Yes"
"1101",32132,1996,118,10.6,28,"Documentary",7.7,"Yes"
"1102",9831,1990,101,12.1,98,"Drama",4,"No"
"1103",8218,1954,125,9.3,4400,"Drama",4.2,"No"
"1104",34515,1988,87,15.2,53,"Comedy",7.8,"Yes"
"1105",51,1989,101,10,7641,"Comedy",4,"No"
"1106",29119,1992,60,12.9,45,"Action",5.4,"No"
"1107",40910,1980,NA,11.4,10,"Drama",3.2,"No"
"1108",42508,1971,85,9,7,"Drama",2.4,"No"
"1109",21911,1977,98,11.6,110,"Comedy",7.7,"Yes"
"1110",50247,1936,76,8.5,39,"Action",2.9,"No"
"1111",37942,2004,92,11.8,505,"Action",4,"No"
"1112",49102,2000,92,9.1,114,"Action",2.9,"No"
"1113",38587,2003,82,11,101,"Documentary",7.4,"Yes"
"1114",13809,1945,61,11.2,118,"Action",3.6,"No"
"1115",52576,1969,86,16.4,9,"Action",7.7,"Yes"
"1116",12939,1999,74,11.3,35,"Drama",4.6,"No"
"1117",29243,1998,128,9.4,132,"Comedy",3.9,"No"
"1118",12913,1994,98,17.2,6,"Action",8.8,"Yes"
"1119",6759,1980,90,10,13,"Romance",4.2,"No"
"1120",23465,1977,96,12.1,112,"Drama",4.4,"No"
"1121",229,1925,32,19.3,26,"Documentary",8,"Yes"
"1122",21603,1990,96,13.8,90,"Action",3.9,"No"
"1123",35308,1993,84,9.8,196,"Comedy",7.5,"Yes"
"1124",37665,2001,89,12.2,51,"Comedy",7.7,"Yes"
"1125",50619,1974,104,8.2,2880,"Action",2.8,"No"
"1126",41017,1992,88,10.6,28,"Drama",4.3,"No"
"1127",15332,1966,85,14,7,"Action",4.3,"No"
"1128",36585,1983,88,12.9,22,"Drama",4.3,"No"
"1129",22634,1939,81,14,51,"Drama",3.5,"No"
"1130",51389,1978,92,13.3,9,"Action",4.6,"No"
"1131",56658,1995,93,6.6,1158,"Drama",4,"No"
"1132",28807,1958,100,11.4,6,"Drama",2.7,"No"
"1133",15013,1936,56,11.8,11,"Action",4.7,"No"
"1134",20451,1993,60,9.8,12,"Documentary",7.9,"Yes"
"1135",32863,1983,112,13.2,12351,"Comedy",7.8,"Yes"
"1136",18651,1958,93,12.6,39,"Action",5,"No"
"1137",5918,2001,96,9.4,9,"Action",4,"No"
"1138",35452,2004,40,10.6,167,"Documentary",6.9,"No"
"1139",44465,1940,77,13.5,9,"Comedy",7.9,"Yes"
"1140",2325,1989,82,10.9,14,"Comedy",8.2,"Yes"
"1141",6099,1999,87,8.5,33,"Comedy",3.1,"No"
"1142",41416,1969,91,11.3,6,"Comedy",8.5,"Yes"
"1143",1229,2000,96,9,205,"Comedy",4.8,"No"
"1144",29503,1980,NA,12.9,69,"Drama",3.6,"No"
"1145",3036,1991,96,15,10,"Action",3.4,"No"
"1146",5274,1997,85,13.2,5,"Action",7.6,"Yes"
"1147",25292,1989,127,11.1,61583,"Action",2.3,"No"
"1148",19285,1902,1,14.8,39,"Comedy",7.6,"Yes"
"1149",47192,1981,107,10.7,368,"Comedy",5,"No"
"1150",55963,2002,101,7.9,7124,"Drama",3.9,"No"
"1151",1466,2002,90,15.4,15,"Comedy",3.7,"No"
"1152",58294,2005,12,8.5,20,"Drama",8.4,"Yes"
"1153",2452,1987,115,15.9,24,"Action",4.3,"No"
"1154",32129,1934,65,9.2,36,"Drama",3.6,"No"
"1155",10915,1984,103,4.5,6839,"Action",4.6,"No"
"1156",13585,1971,108,14.9,592,"Drama",3.7,"No"
"1157",49186,1934,73,5.7,10,"Comedy",3.7,"No"
"1158",25617,1985,107,8,692,"Action",3.8,"No"
"1159",10427,1951,90,13.3,27,"Drama",4.4,"No"
"1160",39838,1941,70,12.1,7,"Action",4.2,"No"
"1161",12023,1995,99,12.4,106,"Action",5.1,"No"
"1162",12743,1996,100,8.5,14,"Comedy",3.4,"No"
"1163",29362,2004,89,13.5,8,"Drama",5.3,"No"
"1164",32854,1997,110,9.9,736,"Action",3.3,"No"
"1165",40901,1997,15,11.9,24,"Drama",8.6,"Yes"
"1166",53272,1986,98,10.3,508,"Action",4.8,"No"
"1167",54407,1988,102,9.7,197,"Action",3.5,"No"
"1168",21912,1998,3,16.8,5,"Short",7.9,"Yes"
"1169",16893,2000,101,12.6,471,"Action",7.8,"Yes"
"1170",56036,1946,91,12.8,34,"Drama",4.5,"No"
"1171",47763,1950,128,11.8,12,"Drama",4.2,"No"
"1172",57483,1933,70,10.8,19,"Drama",4.1,"No"
"1173",35607,1957,91,12.6,168,"Comedy",8.5,"Yes"
"1174",57679,1947,6,16.6,6,"Animation",8.4,"Yes"
"1175",4382,1960,84,15.4,18,"Action",5.3,"No"
"1176",22829,1973,8,10.5,5,"Documentary",7.7,"Yes"
"1177",33791,1993,100,15.2,30,"Drama",5.7,"No"
"1178",23834,1981,83,12.3,8,"Action",4.3,"No"
"1179",56835,1990,110,17.4,1148,"Action",3.7,"No"
"1180",32299,1968,78,13.6,37,"Action",4.1,"No"
"1181",24700,1988,8,14,42,"Short",7.7,"Yes"
"1182",46010,1995,40,14.1,6,"Documentary",7.8,"Yes"
"1183",56105,1985,99,8,197,"Drama",5.5,"No"
"1184",14849,1949,73,8.6,5,"Action",5,"No"
"1185",3455,1980,104,13.7,2384,"Drama",4.5,"No"
"1186",28773,1998,82,8.5,46,"Action",4.4,"No"
"1187",42077,1952,7,12.7,97,"Animation",8.5,"Yes"
"1188",30207,2005,1,13.1,9,"Drama",7.5,"Yes"
"1189",15090,1976,100,8.7,115,"Action",4.2,"No"
"1190",39462,2000,124,8.8,14,"Drama",3.8,"No"
"1191",57882,1985,92,10.2,20,"Action",5.8,"No"
"1192",26450,1932,70,3.7,128,"Comedy",3.1,"No"
"1193",6455,1992,93,10.6,1340,"Action",3.7,"No"
"1194",36084,1971,102,7.6,480,"Comedy",4.7,"No"
"1195",40031,1987,86,12.6,5,"Drama",3.8,"No"
"1196",9865,1947,68,8.1,18,"Drama",3.9,"No"
"1197",3938,1958,94,11.7,27,"Comedy",9.1,"Yes"
"1198",6834,1982,28,9.2,83,"Short",8.4,"Yes"
"1199",54874,2002,93,17,1010,"Action",8,"Yes"
"1200",31433,1976,102,11.1,73,"Action",3.6,"No"
"1201",42852,1930,65,11,13,"Comedy",4.4,"No"
"1202",28416,2004,82,15.2,7,"Documentary",7.9,"Yes"
"1203",43462,1980,84,8.8,35,"Action",5,"No"
"1204",32703,1916,46,9.2,10,"Comedy",3.2,"No"
"1205",38607,1943,75,11.4,1940,"Drama",4.2,"No"
"1206",16577,1997,93,11.6,506,"Comedy",8.7,"Yes"
"1207",52953,2003,10,10.2,9,"Comedy",7.8,"Yes"
"1208",54890,1956,21,9.1,24,"Documentary",7.8,"Yes"
"1209",55332,1930,92,13.8,14,"Action",5.6,"No"
"1210",12509,1994,85,19.8,23,"Drama",7.3,"Yes"
"1211",3505,1900,4,7.4,25,"Drama",8.1,"Yes"
"1212",54535,1972,112,11.7,46,"Action",3.4,"No"
"1213",4226,1935,7,3.6,30,"Animation",4.8,"No"
"1214",623,1948,7,11.2,52,"Animation",7.6,"Yes"
"1215",34854,2002,82,13.6,63,"Action",7.8,"Yes"
"1216",56267,1962,109,14.7,13,"Comedy",7.6,"Yes"
"1217",52833,1991,180,7.2,32,"Action",4.4,"No"
"1218",9496,1969,98,10.5,195,"Action",4.6,"No"
"1219",316,2002,107,13.3,74,"Drama",3.8,"No"
"1220",3727,2004,170,11.4,16217,"Drama",4.6,"No"
"1221",5635,1987,109,12.9,319,"Drama",3,"No"
"1222",37200,1940,7,10.8,11,"Animation",8.5,"Yes"
"1223",16717,2003,8,9,6,"Comedy",8.2,"Yes"
"1224",35174,1938,18,11.2,60,"Comedy",7.8,"Yes"
"1225",32117,2002,NA,10,49,"Drama",4.2,"No"
"1226",7497,1933,80,12,11,"Comedy",4.2,"No"
"1227",25364,2001,100,7,42,"Action",3.6,"No"
"1228",53387,1957,81,17.5,61,"Action",8.1,"Yes"
"1229",30439,1976,113,13.3,70,"Comedy",7.7,"Yes"
"1230",38842,1979,96,12.7,17,"Comedy",7.8,"Yes"
"1231",2220,1916,50,14.1,13,"Comedy",3.9,"No"
"1232",12942,1972,99,17.2,46,"Comedy",7.3,"Yes"
"1233",22366,1950,76,13.2,6,"Comedy",8.6,"Yes"
"1234",19179,1938,74,12,23,"Action",4.7,"No"
"1235",1976,1953,82,16.3,15,"Comedy",8.6,"Yes"
"1236",14364,1998,119,14.3,39,"Drama",6.2,"No"
"1237",987,1963,105,14.5,6,"Action",5.2,"No"
"1238",38701,1997,84,9.6,21,"Romance",4.1,"No"
"1239",24933,1982,20,13.5,6,"Short",7.6,"Yes"
"1240",47800,1964,100,16.1,21,"Comedy",8.3,"Yes"
"1241",32951,1980,235,12.8,46,"Drama",3.9,"No"
"1242",16003,1995,13,13,13,"Animation",7.9,"Yes"
"1243",34413,1957,2,12.1,115,"Short",7.4,"Yes"
"1244",46080,1999,72,15,36,"Documentary",8.4,"Yes"
"1245",50372,1975,91,8.7,402,"Action",4.6,"No"
"1246",8676,1992,100,10.6,343,"Comedy",8,"Yes"
"1247",52111,1996,90,12.6,34,"Documentary",7.7,"Yes"
"1248",47065,1965,6,13.5,9,"Animation",7.9,"Yes"
"1249",35424,1939,68,9.5,52,"Action",2.4,"No"
"1250",50902,1967,117,7.5,44,"Action",4,"No"
"1251",26148,1955,61,9,25,"Comedy",2.4,"No"
"1252",2027,2003,93,15.2,40,"Action",4,"No"
"1253",26604,1976,110,11.5,23,"Drama",4.6,"No"
"1254",17306,1950,61,14.1,6,"Comedy",8,"Yes"
"1255",54860,2004,85,15,6,"Action",8.2,"Yes"
"1256",34405,1963,95,13.3,5,"Comedy",4.7,"No"
"1257",58436,1996,85,13.5,5,"Action",3.7,"No"
"1258",9352,2004,20,15.5,7,"Drama",7.8,"Yes"
"1259",39406,1978,75,12.2,9,"Documentary",7.7,"Yes"
"1260",15941,2000,105,15.2,30,"Comedy",7.7,"Yes"
"1261",2426,1968,105,13.8,14,"Action",5,"No"
"1262",27269,2001,104,13.6,73,"Comedy",8.3,"Yes"
"1263",40141,1978,7,11.9,6,"Animation",3.6,"No"
"1264",592,1932,8,11.1,20,"Animation",8.2,"Yes"
"1265",48174,2002,93,7.4,2398,"Comedy",3.9,"No"
"1266",6842,2001,29,13.6,10,"Drama",5.4,"No"
"1267",46536,1976,99,8.9,49,"Drama",5.4,"No"
"1268",57874,1998,99,9.3,7,"Comedy",2.7,"No"
"1269",47604,1985,92,8.9,238,"Drama",3.5,"No"
"1270",32712,1998,16,11.8,47,"Short",7.6,"Yes"
"1271",52551,2001,17,9.8,23,"Short",7.7,"Yes"
"1272",46904,1936,63,15.4,8,"Action",7.8,"Yes"
"1273",17034,1924,20,14.2,8,"Comedy",7.5,"Yes"
"1274",52352,2001,90,11.3,18,"Animation",4.3,"No"
"1275",13313,1960,85,11.6,17,"Action",3.9,"No"
"1276",12693,1961,98,9.5,552,"Drama",3.9,"No"
"1277",16777,1999,159,10.5,37868,"Drama",4.1,"No"
"1278",26721,2001,104,14.4,288,"Drama",4.9,"No"
"1279",4280,1963,110,13.2,9,"Drama",3.9,"No"
"1280",10025,2002,6,14.6,702,"Animation",8.2,"Yes"
"1281",23990,1970,102,9.9,328,"Action",5.6,"No"
"1282",43729,1986,9,9.4,201,"Short",7.7,"Yes"
"1283",17036,1997,89,11.3,15,"Documentary",8,"Yes"
"1284",9201,1971,18,9.8,12,"Documentary",8.8,"Yes"
"1285",1099,2000,88,15,4815,"Animation",4.7,"No"
"1286",4375,1977,87,17.1,56,"Comedy",7.4,"Yes"
"1287",45625,1980,NA,14.2,6,"Comedy",8.5,"Yes"
"1288",15932,1960,120,13,5,"Action",3.1,"No"
"1289",48525,1950,10,16.9,12,"Documentary",8,"Yes"
"1290",19080,1985,106,6.8,3601,"Comedy",4.4,"No"
"1291",37445,1999,89,6.9,26134,"Comedy",2.9,"No"
"1292",37415,1983,88,14.6,182,"Action",3.3,"No"
"1293",37878,1960,90,8.2,27,"Action",4.5,"No"
"1294",28686,1966,104,12.8,8,"Comedy",7.7,"Yes"
"1295",57723,1992,80,12.7,18,"Action",8,"Yes"
"1296",54737,1999,120,14.5,52,"Drama",3.3,"No"
"1297",17932,1991,86,7,157,"Drama",4,"No"
"1298",38421,2004,12,9.9,11,"Comedy",7.7,"Yes"
"1299",2696,1949,86,8.7,18,"Drama",3.2,"No"
"1300",5428,1986,89,11.4,24,"Action",4,"No"
"1301",44335,1973,99,17.6,383,"Action",8.5,"Yes"
"1302",57870,1975,NA,4.8,550,"Drama",4,"No"
"1303",5895,2003,93,12.5,346,"Action",4.8,"No"
"1304",21479,1994,94,11.8,6,"Drama",4.3,"No"
"1305",19666,1945,110,12.4,5,"Documentary",7.3,"Yes"
"1306",80,1996,88,10.6,5,"Action",5.5,"No"
"1307",9907,1941,102,8.8,41,"Comedy",5.5,"No"
"1308",9984,2001,81,9.2,95,"Animation",5.3,"No"
"1309",33092,1954,77,10,18,"Action",3.6,"No"
"1310",5338,1986,85,9.3,13,"Action",4.1,"No"
"1311",35866,2001,75,13.3,11,"Comedy",7.8,"Yes"
"1312",930,1974,87,13.2,24,"Documentary",8.2,"Yes"
"1313",8199,1950,96,14.6,222,"Drama",3.1,"No"
"1314",432,2002,96,10.6,8609,"Comedy",4,"No"
"1315",13272,1995,100,13.9,238,"Action",3.9,"No"
"1316",39734,1946,15,6.3,317,"Animation",3.6,"No"
"1317",41089,2001,8,10.1,21,"Drama",7.9,"Yes"
"1318",46269,1994,142,14.7,149494,"Drama",5.1,"No"
"1319",54453,2001,117,9.9,39,"Drama",4.4,"No"
"1320",25550,1994,123,7.5,26698,"Drama",3.8,"No"
"1321",21147,2003,174,11.6,22,"Documentary",8.4,"Yes"
"1322",42877,1990,NA,7,14,"Comedy",5.3,"No"
"1323",57841,1999,90,11,114,"Action",5,"No"
"1324",58117,1942,77,12.8,26,"Drama",3.5,"No"
"1325",10591,1995,83,6.7,502,"Comedy",3.6,"No"
"1326",32358,2004,101,13.9,4131,"Drama",4.7,"No"
"1327",4089,1968,98,12.8,9,"Drama",3.6,"No"
"1328",5259,1954,108,12.7,151,"Drama",4.4,"No"
"1329",24912,1973,87,11.8,44,"Action",4.6,"No"
"1330",27592,1972,70,11.4,9,"Comedy",8.2,"Yes"
"1331",57662,1984,83,6.4,13,"Documentary",4.3,"No"
"1332",3933,1984,105,10.7,4938,"Comedy",8.2,"Yes"
"1333",13017,1985,92,12.3,1113,"Action",4.5,"No"
"1334",20312,1931,66,11.5,22,"Comedy",8.7,"Yes"
"1335",31735,1993,99,13.3,19,"Drama",5.3,"No"
"1336",46722,1997,93,14,27,"Action",3,"No"
"1337",4604,1954,71,11.2,22,"Action",4.3,"No"
"1338",32055,1983,91,10.2,127,"Drama",4.3,"No"
"1339",16422,1933,63,12.2,18,"Action",4.8,"No"
"1340",15981,1999,40,4.2,100,"Short",8.2,"Yes"
"1341",10744,1994,100,15.8,80,"Drama",5.8,"No"
"1342",25512,1989,151,9.4,53,"Drama",4.1,"No"
"1343",22802,1934,87,15.8,68,"Comedy",4.9,"No"
"1344",16066,1951,85,14.4,407,"Drama",4.9,"No"
"1345",47442,1938,85,9.8,157,"Comedy",8.1,"Yes"
"1346",47794,1998,7,14.7,47,"Short",7.4,"Yes"
"1347",49767,1997,91,10.9,412,"Drama",3.2,"No"
"1348",16610,1940,62,11.6,232,"Drama",4.8,"No"
"1349",58011,1997,163,12.2,126,"Comedy",2.8,"No"
"1350",11230,1999,122,11.5,265,"Drama",4.6,"No"
"1351",6686,1999,87,12.6,10,"Comedy",8.5,"Yes"
"1352",21853,1986,90,10.4,378,"Comedy",8,"Yes"
"1353",56141,1941,80,13.1,30,"Drama",3.7,"No"
"1354",255,1968,95,9,9,"Comedy",2.7,"No"
"1355",20525,1946,64,18.2,6,"Comedy",7.6,"Yes"
"1356",1494,1939,22,11.6,69,"Action",8,"Yes"
"1357",42461,2003,11,7.2,13,"Short",8.5,"Yes"
"1358",11851,1943,81,12.9,15,"Comedy",7.8,"Yes"
"1359",27238,1989,NA,10.2,7,"Action",4.8,"No"
"1360",1975,1940,58,9.8,36,"Comedy",8.4,"Yes"
"1361",27630,1978,110,17.5,22,"Action",7.9,"Yes"
"1362",27025,2002,92,8.6,39,"Drama",4.5,"No"
"1363",17770,1993,90,8.6,95,"Drama",3.7,"No"
"1364",43625,1976,106,11.1,1703,"Drama",5.4,"No"
"1365",29396,2004,140,10.5,5,"Comedy",4.2,"No"
"1366",17644,1997,126,17.2,55398,"Action",4.1,"No"
"1367",34546,2004,101,13,18,"Drama",3.4,"No"
"1368",49385,1943,74,10.6,5,"Drama",3.1,"No"
"1369",5781,1983,90,6,8,"Action",3.5,"No"
"1370",1638,1949,96,9.2,141,"Action",4.5,"No"
"1371",47402,1950,85,7.2,24,"Drama",4.6,"No"
